id,geonameid,name,addrrecnum,address,zip,latitude,longitude
90212,NA,N 4th St at I-44,NA,I-44 at N 4th St,NA,38.634788,-90.18613349999998
90213,NA,I-44 Northbound at N 4th St,NA,I-44 at N 4th St,NA,38.634788,-90.18613349999998
90214,NA,N 4th St at I-44 Northbound,NA,I-44 at N 4th St,NA,38.634788,-90.18613349999998
90215,NA,I-44 Southbound at N 4th St,NA,I-44 at N 4th St,NA,38.634788,-90.18613349999998
90216,NA,N 4th St at I-44 Southbound,NA,I-44 at N 4th St,NA,38.634788,-90.18613349999998
90217,NA,I-44 Eastbound at N 4th St,NA,I-44 at N 4th St,NA,38.634788,-90.18613349999998
90218,NA,N 4th St at I-44 Eastbound,NA,I-44 at N 4th St,NA,38.634788,-90.18613349999998
90219,NA,I-44 Westbound at N 4th St,NA,I-44 at N 4th St,NA,38.634788,-90.18613349999998
90220,NA,N 4th St at I-44 Westbound,NA,I-44 at N 4th St,NA,38.634788,-90.18613349999998
90221,NA,I-44 at N Broadway,NA,I-44 at N Broadway,NA,38.6380935,-90.18634049999999
90222,NA,N Broadway at I-44,NA,I-44 at N Broadway,NA,38.6380935,-90.18634049999999
90223,NA,I-44 Northbound at N Broadway,NA,I-44 at N Broadway,NA,38.6380935,-90.18634049999999
90224,NA,N Broadway at I-44 Northbound,NA,I-44 at N Broadway,NA,38.6380935,-90.18634049999999
90225,NA,I-44 Southbound at N Broadway,NA,I-44 at N Broadway,NA,38.6380935,-90.18634049999999
90226,NA,N Broadway at I-44 Southbound,NA,I-44 at N Broadway,NA,38.6380935,-90.18634049999999
90227,NA,I-44 Eastbound at N Broadway,NA,I-44 at N Broadway,NA,38.6380935,-90.18634049999999
90228,NA,N Broadway at I-44 Eastbound,NA,I-44 at N Broadway,NA,38.6380935,-90.18634049999999
90229,NA,I-44 Westbound at N Broadway,NA,I-44 at N Broadway,NA,38.6380935,-90.18634049999999
90230,NA,N Broadway at I-44 Westbound,NA,I-44 at N Broadway,NA,38.6380935,-90.18634049999999
90231,NA,I-44 at N Memorial Dr,NA,I-44 at N Memorial Dr,NA,38.631012999999996,-90.18604799999999
90232,NA,N Memorial Dr at I-44,NA,I-44 at N Memorial Dr,NA,38.631012999999996,-90.18604799999999
90233,NA,I-44 Northbound at N Memorial Dr,NA,I-44 at N Memorial Dr,NA,38.631012999999996,-90.18604799999999
90234,NA,N Memorial Dr at I-44 Northbound,NA,I-44 at N Memorial Dr,NA,38.631012999999996,-90.18604799999999
90235,NA,I-44 Southbound at N Memorial Dr,NA,I-44 at N Memorial Dr,NA,38.631012999999996,-90.18604799999999
90236,NA,N Memorial Dr at I-44 Southbound,NA,I-44 at N Memorial Dr,NA,38.631012999999996,-90.18604799999999
90237,NA,I-44 Eastbound at N Memorial Dr,NA,I-44 at N Memorial Dr,NA,38.631012999999996,-90.18604799999999
90238,NA,N Memorial Dr at I-44 Eastbound,NA,I-44 at N Memorial Dr,NA,38.631012999999996,-90.18604799999999
90239,NA,I-44 Westbound at N Memorial Dr,NA,I-44 at N Memorial Dr,NA,38.631012999999996,-90.18604799999999
90240,NA,N Memorial Dr at I-44 Westbound,NA,I-44 at N Memorial Dr,NA,38.631012999999996,-90.18604799999999
90241,NA,I-44 at Nebraska Ave,NA,I-44 at Nebraska Ave,NA,38.61430299999999,-90.228106
90242,NA,Nebraska Ave at I-44,NA,I-44 at Nebraska Ave,NA,38.61430299999999,-90.228106
90243,NA,I-44 Northbound at Nebraska Ave,NA,I-44 at Nebraska Ave,NA,38.61430299999999,-90.228106
90244,NA,Nebraska Ave at I-44 Northbound,NA,I-44 at Nebraska Ave,NA,38.61430299999999,-90.228106
90245,NA,I-44 Southbound at Nebraska Ave,NA,I-44 at Nebraska Ave,NA,38.61430299999999,-90.228106
90246,NA,Nebraska Ave at I-44 Southbound,NA,I-44 at Nebraska Ave,NA,38.61430299999999,-90.228106
90247,NA,I-44 Eastbound at Nebraska Ave,NA,I-44 at Nebraska Ave,NA,38.61430299999999,-90.228106
90248,NA,Nebraska Ave at I-44 Eastbound,NA,I-44 at Nebraska Ave,NA,38.61430299999999,-90.228106
